000,00,02,05
010,00,02,05
020,00,02,05
030,00,02,05
050,00,02,05
070,00,02,05
000,01,02,05
010,01,02,05
020,01,02,05
030,01,02,05
050,01,02,05
070,01,02,05
000,01,04,05
010,01,04,05
020,01,04,05
030,01,04,05
050,01,04,05
070,01,04,05
000,01,04,08
010,01,04,08
020,01,04,08
030,01,04,08
050,01,04,08
070,01,04,08
000,02,04,08
010,02,04,08
020,02,04,08
030,02,04,08
050,02,04,08
070,02,04,08
